customer_id,customer_name,age,monthly_income,monthly_expense,existing_emi,avg_balance,credit_score,digital_transactions,loan_inquiries,salary_consistency,property_interest,vehicle_interest,conversion
342,Kristina Ortiz,32,30000,20325,1501,164259,786,162,1,0.96,0,0,1
343,Cheryl Miller,27,200000,110920,13283,1522959,743,94,4,0.8,0,0,0
344,Candice Allen,59,200000,130448,36445,815849,677,255,4,0.74,0,0,0
345,Christopher West,53,50000,34104,7938,371507,705,117,1,0.64,0,0,0
346,Kristy Lopez,21,150000,61596,3453,515769,667,179,4,0.88,0,0,0
347,Hannah Sutton,55,40000,26993,2257,206282,713,175,3,0.82,0,0,0
348,Thomas Williams,45,50000,31268,2834,110555,795,56,0,0.94,1,0,1
349,Joan Daniel,38,200000,127502,2291,643940,773,286,4,0.91,1,0,1
350,Erika Mejia,55,50000,29893,11467,239119,657,141,2,0.75,0,0,0
351,William Stevens,31,150000,66495,29280,860430,699,247,0,0.99,1,1,0
352,Elizabeth Smith,37,70000,47968,378,237921,801,94,0,0.79,0,0,0
353,Denise King,35,70000,37886,11790,380217,778,278,0,0.94,0,0,1
354,Roger Jones,53,40000,25742,2846,156268,676,265,0,0.62,0,0,0
355,Justin Alvarez,49,50000,26262,4486,269861,659,187,0,0.83,0,1,0
356,Brian Jones,28,50000,28306,8820,207303,701,81,4,0.92,0,0,0
357,Thomas Gomez,29,70000,27110,4611,518969,685,83,1,0.77,0,0,0
358,Joshua Morris,48,150000,82472,9459,1119958,810,248,1,0.82,0,0,1
359,Miguel Carlson,48,70000,50450,8579,493643,761,167,4,0.84,1,1,1
360,Ashley Howard,21,50000,29444,8966,234210,765,103,1,0.85,0,1,1
361,Bruce Miller,38,50000,19647,11873,132759,820,216,3,0.98,0,1,1
362,Andrea Russell,55,40000,17543,862,180012,724,86,2,0.96,1,0,1
363,Anna Harris,52,100000,43418,9150,728208,764,167,4,0.85,1,0,1
364,Desiree Wood,43,100000,65090,1687,330298,662,144,0,0.84,1,1,0
365,Scott Rogers,49,70000,25431,8799,271917,772,135,4,0.74,0,0,0
366,Nathan Blake,49,100000,46509,24575,225117,802,238,4,0.62,0,1,0
367,Jared Chambers,47,50000,22254,7302,216139,847,127,1,0.94,0,1,1
368,Maria Owens,50,30000,17799,5052,112501,695,276,0,0.99,1,1,0
369,Tracy Smith,21,30000,19200,174,91419,740,69,3,0.93,0,1,1
370,Jason Nichols,36,200000,121637,2238,1050603,842,48,4,0.73,0,1,0
371,Chad Barry,23,40000,14193,1331,283921,807,284,0,0.74,1,1,0
372,Alvin Adams,57,100000,47489,22738,602607,713,61,2,0.61,0,1,0
373,Thomas Shields,54,40000,28448,835,277429,651,169,3,0.89,0,0,0
374,Erin Reed,57,40000,27205,3463,216036,764,32,1,0.63,0,1,0
375,Karen Kelly,57,30000,18044,6858,66513,762,81,4,0.73,0,0,0
376,Michael Price,32,150000,111480,2174,825176,699,274,3,0.7,1,0,0
377,Jill Jackson,50,100000,71343,10264,431552,823,41,4,0.74,0,1,0
378,Joshua Mayer,57,70000,26485,8748,507047,830,139,3,0.98,1,1,1
379,William Martinez,30,40000,24361,9662,202490,661,298,4,0.85,1,0,0
380,Keith Campos,34,50000,35922,11051,129398,818,265,1,0.76,0,0,0
381,Beverly Young,26,30000,11767,7363,191573,690,76,2,0.71,1,0,0
382,Debra Dominguez,36,100000,57872,17434,604219,802,50,4,0.93,0,1,1
383,Gina Barry,56,50000,18106,9556,350628,700,257,2,0.81,0,0,0
384,Charlotte Bailey,23,100000,43331,15214,633799,787,245,4,0.89,1,0,1
385,Allison Morales,30,200000,124552,31692,912696,793,128,2,0.8,0,1,0
386,Miguel Jackson,50,100000,46242,7181,246060,795,137,1,0.83,0,0,1
387,Daniel Gordon,29,40000,25853,247,296748,677,33,4,0.92,0,0,0
388,Susan Lewis,23,100000,46344,16358,723101,720,271,1,0.84,0,0,0
389,Parker Bauer,46,50000,22219,2106,202605,794,220,3,0.9,0,0,1
390,Gregory Lee,39,50000,23395,10024,309014,737,78,3,0.86,0,1,1
391,Christopher Drake,23,30000,17811,868,112466,723,185,3,0.9,1,0,1
392,Mrs. Stephanie Fritz,45,40000,23065,224,317620,775,80,3,0.87,1,0,1
393,Timothy Alvarez,49,40000,16208,386,112856,741,79,2,0.62,0,0,0
394,Jesse Cole,55,150000,88287,23861,1064341,804,264,2,0.69,0,0,0
395,Amy Lara,35,150000,108525,11475,476968,827,196,2,0.68,0,0,0
396,Jeanette Allen,59,150000,100387,19707,381959,745,59,4,0.89,1,1,1
397,Mary Richardson,47,70000,45391,2118,233075,754,153,0,0.76,1,0,0
398,Marilyn Bates,30,100000,35141,15335,217863,657,153,0,0.71,1,0,0
399,Kristina Zamora,22,100000,74714,16276,330476,837,276,2,0.6,0,0,0
400,Rebecca Taylor,28,100000,50155,9695,533279,757,166,4,0.76,0,0,0
401,Mrs. Catherine Logan PhD,52,100000,37596,9704,287444,770,272,0,0.63,0,0,0
402,Brenda Harding,37,40000,27595,8121,123851,816,203,3,0.79,0,0,0
403,Matthew Browning,53,50000,28423,5145,132347,783,85,4,0.97,0,0,1
404,Bernard Day,33,30000,20037,1719,88590,682,87,4,0.94,1,0,0
405,Mary Davis,38,50000,17826,2175,246554,668,181,1,0.94,0,0,0
406,Jerry Flores,52,200000,117294,48455,588123,752,260,4,0.67,0,0,0
407,Mrs. Danielle Matthews,59,100000,41620,3606,524857,694,72,0,0.67,0,0,0
408,Ashley Bryant,47,100000,63334,20718,371395,696,263,4,0.82,1,0,0
409,Denise Morgan,34,100000,51330,8279,216910,709,268,0,0.93,0,0,0
410,Kim Johnson DDS,42,70000,50868,11165,498771,732,38,3,0.95,0,0,1
411,Michelle Bullock,31,150000,80978,34918,655356,771,296,0,0.79,0,0,0
412,Stephanie Marshall,37,100000,52125,6589,656577,843,215,3,0.95,1,0,1
413,Robert Rodriguez,36,50000,17866,6815,318347,832,251,4,0.88,1,0,1
414,Nicole Rasmussen,40,150000,81470,32239,743130,759,77,0,0.92,0,1,1
415,Jennifer Morgan,37,30000,14438,3508,182711,783,143,3,0.77,1,0,0
416,Anna Perez,38,200000,99234,9082,1223991,797,152,1,0.83,1,0,1
417,Megan Brown,40,100000,57762,5069,375687,689,55,3,0.97,0,0,0
418,Dawn Mason,30,40000,23173,6885,158275,770,126,0,0.83,0,0,1
419,Kristina Livingston,42,100000,54176,10747,631642,739,218,4,0.72,0,1,0
420,Elaine Evans,50,40000,14947,9576,115468,796,169,3,0.67,1,0,0
421,John Coffey,22,50000,19718,9385,310692,729,196,2,0.97,0,0,1
422,Barbara Meadows,58,150000,92043,21207,309384,809,192,2,0.89,1,0,1
423,Mr. Nicholas Chapman,52,70000,30668,6896,391371,829,239,0,0.65,1,1,0
424,Allison Smith,28,50000,24979,10130,270506,653,188,0,0.65,1,1,0
425,Daniel Burton,40,150000,61982,25179,513466,830,36,1,0.96,1,0,1
426,Charles Valdez,35,40000,28111,8520,201527,695,169,2,0.96,0,0,0
427,Charles Collins,36,100000,66746,18448,755270,838,63,1,0.88,0,0,1
428,Amber Bradford,34,50000,32451,6472,297285,689,220,2,0.75,1,0,0
429,Jeanette West,41,30000,19159,4635,76479,678,246,2,1.0,0,0,0
430,Thomas Taylor,39,50000,34170,2445,148543,782,177,0,0.94,1,0,1
431,Mitchell Mills,37,50000,24271,9931,336992,697,87,2,0.72,1,0,0
432,Laura Castaneda,41,100000,45089,1775,495465,749,259,0,0.71,0,1,0
433,Ernest Parker,27,70000,39570,584,309440,843,171,1,0.69,1,0,0
434,Randy Holden,21,30000,11896,7114,98441,691,192,1,0.86,0,0,0
435,Casey Powell,59,70000,42542,2806,240181,719,219,4,0.83,0,0,0
436,John Nelson,43,100000,39984,12005,251016,696,184,1,0.92,0,1,0
437,Joseph Bray,31,50000,32488,8075,241882,829,23,4,0.83,1,0,1
438,Jason Mckinney,30,200000,144975,5393,519112,728,65,2,0.67,1,0,0
439,Dustin Fuentes MD,46,100000,64835,12504,227095,732,147,1,0.87,1,0,1
440,Michael Mccoy,51,30000,15964,4153,82025,785,70,0,0.61,0,0,0
441,Alexis Roberts,24,200000,75472,42750,1356430,805,174,4,0.81,0,0,1
442,James Henson,27,150000,112179,37352,1071850,725,42,4,0.92,0,0,1
443,Ashley Reed,53,30000,15558,6049,222653,671,66,4,0.99,0,0,0
444,Norma Chavez,37,100000,35550,13649,245360,726,219,0,0.94,0,1,1
445,Anthony Meyer,57,50000,18281,9282,199273,828,126,3,0.75,0,1,0
446,Gary Walker,49,150000,83085,13799,781200,715,126,4,0.97,1,0,0
447,Mrs. Mallory Carr,53,30000,10792,1884,76486,793,59,1,0.87,0,0,1
448,Michael Gonzalez,50,50000,37484,8156,211723,789,57,1,0.95,0,0,1
449,Anna Richardson,23,50000,21360,12485,158682,800,138,1,0.69,0,0,0
450,Charles Contreras,36,70000,33433,5833,450370,811,294,4,0.63,0,0,0
451,Morgan Griffith,46,100000,61100,10390,260102,820,46,3,0.76,0,0,0
452,Robert Ryan,56,150000,60662,10878,598177,702,265,1,0.61,1,1,0
453,Jeffery Williams,56,200000,106583,24981,1191177,763,40,3,0.8,0,0,0
454,Donald Taylor,41,40000,19468,6755,150988,800,178,1,0.9,0,1,1
455,Travis Weber,24,40000,24030,181,226008,749,138,4,0.63,0,0,0
456,Joshua Thompson,35,100000,58569,10901,769338,806,128,1,0.83,0,0,1
457,Carol Smith,38,200000,73779,33037,451801,667,152,0,0.96,0,0,0
458,Tracy Jennings,37,150000,74014,6288,382768,669,182,3,0.68,0,0,0
459,Deborah Greene,46,200000,93643,37899,1202458,727,55,3,0.92,0,1,1
460,Jamie Levine,37,40000,19447,1126,199773,785,188,2,0.64,1,0,0
461,Jacob Osborne DVM,36,100000,51629,14864,451991,715,51,2,0.72,0,0,0
462,Jacob Hoffman,44,150000,86515,22047,597878,684,58,2,0.8,0,1,0
463,William Smith,47,40000,25402,9116,292414,712,256,0,0.81,0,0,0
464,Karen Hill,27,50000,32482,2938,363513,732,42,2,0.69,0,0,0
465,Malik Alexander,27,100000,44340,20200,432176,738,47,3,0.69,0,1,0
466,Jean Williams,22,70000,30774,11683,523474,801,290,3,0.71,0,0,0
467,Sarah Case,52,50000,17536,4256,343957,693,156,1,0.97,1,0,0
468,Mrs. Tina Diaz MD,56,150000,71001,30812,809340,693,259,3,0.62,0,0,0
469,Jeffery Deleon,38,70000,36954,17304,221125,661,123,2,0.81,0,0,0
470,Alicia Riley,40,50000,22670,11141,244813,826,180,0,0.68,0,0,0
471,Bridget Graham,57,30000,18386,7458,177379,729,149,3,0.88,1,0,1
472,Mindy Castillo,47,70000,43640,1774,195839,679,114,3,0.84,0,1,0
473,Tracey Harper,24,150000,103571,11834,1167625,786,235,4,0.66,1,0,0
474,Larry Martin,49,150000,59645,7243,1054034,688,274,2,0.81,0,1,0
475,Rhonda Brown,21,40000,22730,3322,307361,751,247,3,0.85,1,0,1
476,Jason Jones,33,200000,110402,23593,938966,761,281,0,0.81,0,0,1
477,Mr. Anthony Bartlett DDS,48,200000,79762,29359,756896,723,162,1,0.9,0,0,1
478,Michele Allen,30,70000,26011,15144,354770,664,41,1,0.92,0,1,0
479,Martin Green,24,100000,53968,22168,344545,786,46,0,0.86,0,0,1
480,Bobby Stein,27,70000,27639,12420,556949,832,253,0,0.85,0,0,1
481,Lisa Velasquez,46,30000,18417,1943,178354,842,122,3,0.64,1,0,0
482,Rebecca Hull,57,200000,100838,17266,1110367,845,58,1,0.79,1,0,0
483,Michael Mendez,25,200000,131055,12068,1248361,819,212,2,0.95,1,0,1
484,Charles Powell,59,50000,29580,3238,350991,806,292,3,0.79,0,0,0
485,Daniel Carlson,27,150000,102449,31744,604702,837,88,2,0.78,0,0,0
486,Maria Olson,22,40000,26409,1902,116632,841,63,4,1.0,1,0,1
487,Vincent Serrano,46,150000,68304,14048,1140097,791,60,2,0.98,0,0,1
488,Brian Herrera,36,40000,15477,3598,145809,726,271,3,0.75,1,1,0
489,Mary Stevens,43,100000,55149,20362,691571,681,30,3,0.65,0,1,0
490,Jordan Rodgers,53,70000,43768,1080,156490,771,282,1,0.68,0,1,0
491,Francisco Richardson,51,100000,35174,13004,330292,787,257,4,0.98,0,1,1
492,Elizabeth Rhodes,31,150000,104540,22364,1125924,772,250,2,0.92,0,0,1
493,James Galloway,52,100000,57074,12668,390995,787,107,0,0.67,1,0,0
494,April Finley,52,30000,12265,5747,66273,831,270,1,0.68,0,0,0
495,Cristian Barnes,44,50000,21062,1167,201795,776,26,4,0.88,0,0,1
496,William Dunn,24,40000,28790,7454,173699,706,296,0,0.64,1,1,0
497,Angelica Edwards,39,150000,109366,27039,374143,715,231,3,0.83,0,1,0
498,Patrick Burke,26,70000,32469,6630,223760,691,208,3,0.75,1,0,0
499,Sara Richard,53,150000,55481,9989,946551,693,249,3,0.64,0,0,0
500,Nicole Miller,53,150000,84864,19818,679310,751,182,0,0.89,0,0,1
501,Peter Valenzuela,49,70000,26282,5179,275129,792,271,0,0.77,0,1,0
502,Robin Hall,34,100000,39634,11761,309397,755,56,3,0.79,0,0,0
503,Adam Lester,36,50000,28536,11628,272164,680,128,2,0.62,0,0,0
504,Steven Strickland,33,50000,29694,11346,274699,842,125,1,0.85,0,0,1
505,Dr. Gene Boyer,52,150000,63379,22710,695036,664,230,4,0.63,1,1,0
506,Joseph Price,26,40000,22348,1615,172202,825,144,2,0.89,0,0,1
507,Kevin Martinez,41,150000,104179,23312,1160743,704,70,1,0.64,0,0,0
508,April Murray,26,30000,12946,179,160644,786,183,4,0.98,0,0,1
509,Mr. Brian Clark DDS,39,100000,53727,22821,540830,780,155,4,0.6,0,0,0
510,Anthony Wiggins,27,100000,58121,13070,488674,654,176,3,0.9,1,1,0
511,Anna Villegas,33,30000,21769,325,170613,738,192,4,0.62,1,0,0
512,Gail Hammond,31,40000,25795,3252,248305,705,37,0,0.94,0,1,0
513,Natalie Harris,40,70000,28934,16003,508946,681,240,4,0.78,0,0,0
514,Erin Chen,33,30000,21287,3435,139207,706,94,2,0.96,0,0,0
515,James Luna,47,50000,36292,8049,127487,679,240,0,0.87,1,1,0
516,Michael Aguirre,48,70000,51492,383,462858,652,65,1,0.86,0,1,0
517,Candice Jarvis,57,50000,36319,2691,398086,795,109,1,0.75,1,1,0
518,Robert Soto,28,30000,16517,6105,194139,779,280,4,0.82,0,0,1
519,Kelly Mcknight,38,40000,17573,2203,190365,810,251,3,0.91,0,1,1
520,Candace Thornton,33,100000,36065,17983,212003,662,93,1,0.81,1,0,0
521,Tony Hoffman,33,150000,98260,37395,1008667,651,82,4,0.96,0,1,0
522,Joseph Miller,42,200000,77139,28904,1179932,689,192,1,1.0,1,1,0
523,Erin Wagner,46,150000,71334,26296,1138729,708,262,0,0.73,0,0,0
524,Kathleen Rodriguez,49,30000,16134,4230,63019,774,146,0,0.66,1,0,0
525,Jennifer Johnston DVM,43,50000,26509,2111,197912,789,183,3,0.91,0,1,1
526,Brian Mccoy,53,30000,22130,1769,205665,829,63,3,0.79,1,1,0
527,Emily Goodman,54,30000,13213,6376,115575,820,72,4,0.81,0,0,1
528,Paul Miller,25,40000,27461,2770,131531,831,244,0,0.68,0,0,0
529,Amy Jacobs,41,200000,93710,31183,544318,693,64,4,0.78,1,1,0
530,Stephen Garcia,25,70000,32398,11072,231720,779,237,1,0.93,0,0,1
531,Dylan Phillips,54,200000,108808,37140,479952,704,56,3,0.75,0,0,0
532,Cheryl Blankenship,33,40000,29128,6729,92947,832,158,4,0.91,1,0,1
533,Pamela Rodriguez,31,50000,17663,9177,139335,663,234,1,0.7,1,0,0
534,Joshua Dunn,41,30000,21332,3339,73273,835,88,2,0.96,0,0,1
535,Lauren Robinson,37,100000,68754,23017,491494,760,97,1,0.73,0,0,0
536,Stephanie Hughes,46,100000,56730,12793,232978,828,299,3,0.91,1,0,1
537,James Long,41,70000,52283,11318,186700,789,116,4,0.8,0,1,0
538,Theresa Black,30,200000,137245,41995,683637,846,256,1,0.8,1,0,0
539,Candace Chen,32,200000,90173,22661,1166820,733,85,4,0.63,0,1,0
540,Frank Rogers Jr.,51,100000,71556,18949,440480,665,201,1,0.89,0,0,0
541,Brian Horn,39,70000,42892,8938,237075,834,49,1,0.99,1,0,1
542,Kaitlin Martin,44,150000,65631,6942,1073948,844,105,3,0.91,0,0,1
543,Tammy Smith,35,100000,67995,14735,670182,767,195,3,0.98,0,0,1
544,Sean Wong,31,100000,54004,1433,631084,797,56,0,0.88,0,1,1
545,Colleen Reid,23,200000,146301,39777,889129,847,67,2,0.71,0,0,0
546,Joshua Reese,39,50000,28565,10305,208728,787,38,3,0.93,0,0,1
547,Jon Stephens,29,200000,129747,44186,1320164,684,256,1,0.85,0,0,0
548,Rodney King,31,150000,99968,11219,421496,653,44,2,0.78,0,0,0
549,Angel Thomas,55,150000,95849,6485,306661,824,75,4,0.67,0,0,0
550,Mary Morrow,51,50000,26121,4567,233787,824,298,4,0.86,0,0,1
551,Carl Singleton,39,100000,71532,10711,426719,720,285,3,0.62,1,1,0
552,Christopher Waller,26,30000,12989,6435,94240,780,54,1,0.75,0,0,0
553,Wendy Adams,49,30000,12082,264,131108,842,96,2,0.77,0,0,0
554,Erik Crane,28,50000,18946,6035,360167,686,173,1,0.71,0,0,0
555,Morgan Stewart,45,30000,16124,4765,227930,745,46,3,0.76,0,1,0
556,Kelly Kennedy,45,200000,115859,30318,602777,699,233,3,0.91,1,0,0
557,Valerie Scott,25,100000,38385,23755,264161,692,255,0,0.75,0,0,0
558,Bryan Shaw,58,100000,39511,3903,789305,747,68,0,0.71,1,0,0
559,Erin Wang,35,150000,97322,22457,640166,836,139,3,0.77,0,0,0
560,Chelsey Henry,47,70000,50776,17190,537691,688,189,1,0.87,0,0,0
561,Wanda Burke,52,30000,17881,3356,88557,780,148,2,0.64,0,0,0
562,Jennifer Howard,25,30000,21009,6322,91529,694,285,4,0.93,0,0,0
563,Vanessa Haas,33,30000,18177,2500,195601,809,283,2,0.85,1,0,1
564,James Jones,26,100000,72330,14908,487784,723,47,3,0.98,1,1,1
565,Danielle Morris,45,100000,48245,9279,477184,840,48,1,0.78,0,0,0
566,Kayla Salas,35,40000,29534,3450,258026,840,138,2,0.85,0,0,1
567,Jeffrey Collins,35,30000,14944,7177,203463,739,271,1,0.84,0,0,1
568,William Fernandez,50,70000,30749,7730,449652,664,159,1,0.8,1,1,0
569,Rachel Pierce,41,50000,32922,5184,163893,826,78,2,0.88,1,0,1
570,Timothy Mcdowell,30,50000,24949,4833,365371,762,134,4,0.85,0,0,1
571,Larry Richards,29,50000,19265,8429,217059,843,188,3,0.81,0,0,1
572,Calvin Ramirez,58,40000,14316,1978,194750,733,221,0,0.91,1,0,1
573,John Sanders,51,70000,51924,3197,522721,656,143,3,0.78,1,1,0
574,Julian Anderson,37,150000,95258,6249,1031799,776,38,0,0.97,0,0,1
575,Amber Kirk,33,70000,27396,4895,365777,804,214,3,0.65,1,0,0
576,Joshua Young,42,30000,11295,2142,121797,687,264,4,0.92,0,1,0
577,Theresa George,50,30000,13077,1303,124082,673,69,4,0.93,1,1,0
578,James Sanders,28,200000,103127,34012,881575,818,84,4,0.93,1,0,1
579,John Neal,46,100000,56041,276,485335,653,280,3,0.83,0,0,0
580,Teresa Collins,53,40000,15024,3987,100681,847,280,1,0.73,0,0,0
581,Emily Taylor,32,40000,20528,373,136895,682,168,3,0.98,0,1,0
582,Shelby Torres,58,100000,38346,13436,585543,749,234,4,0.78,1,0,0
583,Kevin Smith,43,70000,41033,974,554022,845,298,4,0.88,0,0,1
584,Andrea Brown,53,30000,13391,6931,215969,653,179,2,0.98,1,0,0
585,Vincent Aguilar,22,150000,62248,29514,967037,767,271,1,0.77,1,1,0
586,Rebecca Nunez,36,200000,91935,28885,770866,712,203,2,0.62,1,0,0
587,Stephen Fernandez,29,100000,71786,18984,531720,803,175,1,0.96,1,0,1
588,Mr. Jose Wallace,27,150000,107195,29307,950610,796,80,4,0.66,1,0,0
589,Cynthia Brown,51,70000,51012,8797,338351,656,193,3,0.61,0,0,0
590,Micheal Farrell,57,50000,31564,12222,233997,697,272,1,0.71,0,0,0
591,Christopher Bray,59,70000,25903,3439,228469,761,120,2,0.64,0,0,0
592,Lisa Lynch,23,200000,143429,499,871743,748,69,0,0.74,0,1,0
593,Tammy Fry,50,70000,28633,10372,512062,704,118,0,0.9,0,0,0
594,Andrew Johnson,38,100000,68240,6345,337721,757,204,0,0.76,1,1,0
595,William Hill,51,30000,13923,3985,193782,837,37,0,0.96,0,0,1
596,Alfred Bennett,46,70000,35021,2314,395197,702,288,3,0.72,1,0,0
597,Patricia Newton,36,50000,25124,1236,152135,831,88,2,0.97,1,1,1
598,Kevin Phelps,30,30000,13184,3250,236545,729,177,1,0.93,1,1,1
599,Heather Jenkins,53,100000,74158,8847,476321,835,235,2,0.94,1,1,1
600,Jordan Hill,38,50000,24032,10659,249381,776,171,1,0.85,0,1,1
601,Brett Chavez,55,50000,22271,9489,361819,763,121,4,0.69,0,0,0
602,Scott Willis,47,30000,21872,5298,216819,707,30,2,0.92,1,0,0
603,Daniel Wolf,37,40000,14942,8178,215852,675,206,1,0.95,0,0,0
604,Natasha Shah,47,200000,129078,33282,1175252,747,48,4,0.76,1,1,0
605,Pamela Snyder,24,100000,74902,14713,385640,768,121,3,0.9,0,0,1
606,Jo Peterson,25,70000,51072,1776,443375,740,216,2,0.76,0,1,0
607,Curtis Andrews,39,30000,14525,4574,68340,806,132,2,0.99,0,1,1
608,Nicole Thomas,21,150000,67340,19655,836352,848,121,2,0.7,0,1,0
609,Larry Garcia,34,150000,103219,16506,733795,799,179,3,0.75,0,1,0
610,Mrs. Doris Molina,30,40000,29227,5014,200605,810,239,1,0.73,0,1,0
611,Carol Douglas,25,40000,23102,4581,197512,659,47,2,0.64,1,0,0
612,Tiffany Stein,30,150000,64469,32850,934427,656,203,4,0.72,0,0,0
613,James Paul,54,30000,11011,3210,178731,751,297,2,0.91,1,0,1
614,Stephanie Hodge,35,50000,36245,6471,241770,672,288,1,0.8,0,0,0
615,Michele Price,45,150000,56968,18997,1002536,816,172,2,0.61,0,0,0
616,Bethany Garza,59,200000,136387,49723,914383,787,128,0,0.99,0,0,1
617,Robert Bates,24,100000,68516,22635,378451,714,207,0,0.74,0,0,0
618,Grace Morrison,24,70000,48680,7904,349044,816,256,0,0.96,0,0,1
619,Paul Gonzalez,22,50000,31572,4202,393749,671,87,3,0.79,1,0,0
620,William Bates,50,150000,91738,26490,936029,718,188,2,0.75,1,0,0
621,Adam Johnson,50,50000,36096,11549,310888,776,131,1,0.87,1,0,1
622,Stephanie Watson,43,50000,36487,9142,321661,715,269,1,0.61,1,1,0
623,David Adams,41,40000,21997,8111,237116,657,294,0,0.87,1,0,0
624,William Chaney,29,150000,85878,23509,362853,730,44,2,0.76,1,0,0
625,William Black,35,150000,88732,15253,459537,692,187,4,0.73,0,0,0
626,Christopher Gregory,36,100000,68583,12370,220090,687,262,2,0.66,0,1,0
627,Stacy Harris,32,30000,21854,620,167583,810,198,2,0.72,0,0,0
628,Sarah Mcintosh,53,50000,37045,877,260202,697,177,4,0.69,0,0,0
629,Melissa Black,42,150000,98264,33663,962699,666,278,1,0.77,0,0,0
630,Kelly Buck,21,200000,137873,26820,1178806,831,207,3,0.66,0,0,0
631,Brandon Neal,41,50000,36730,2654,123409,760,281,3,0.72,1,0,0
632,David Johnson,31,40000,28260,3287,83037,812,197,0,0.75,0,0,0
633,Jennifer Munoz,57,40000,22939,5582,250375,711,244,0,0.82,0,0,0
634,Megan White,58,40000,22390,7006,239363,818,153,2,0.85,1,0,1
635,Kari Murphy,35,150000,110042,14121,774379,731,175,2,0.86,0,0,1
636,Ellen Fields,55,200000,103444,10322,579403,681,273,1,0.7,0,1,0
637,Erin Newman,25,50000,28062,7751,221122,838,117,1,0.63,0,0,0
638,Sierra Hurst,57,40000,25128,3607,157067,656,265,1,0.8,0,1,0
639,William Klein,36,70000,50986,9139,468031,846,65,1,0.92,0,1,1
640,Elizabeth Lam,46,50000,35763,7384,297061,673,224,0,0.91,1,1,0
641,Sierra Ibarra,31,70000,32568,1825,292237,681,65,3,0.99,0,0,0
642,Michael Taylor,28,100000,67244,1492,318297,818,92,2,0.81,1,0,1
643,Andrew Daniels,43,50000,36540,7845,214202,819,138,1,0.76,0,0,0
644,Cassandra Johnson,37,150000,103239,36748,553035,764,63,3,0.87,1,0,1
645,Michael Thompson,54,50000,27855,7476,197985,705,170,2,0.96,0,0,0
646,Abigail Kennedy,47,100000,51242,5807,218255,811,252,1,0.66,1,1,0
647,Andrew Hanna,31,100000,73135,5342,638858,794,262,2,0.9,1,0,1
648,Daniel Lewis DDS,54,40000,18730,5399,217716,778,63,3,0.98,0,0,1
649,Nathan Flores,50,150000,80468,22481,602604,819,262,2,0.81,0,0,1
650,Luis Mccarthy,26,100000,55536,2847,589462,674,26,1,0.74,0,0,0
651,Jeffrey Smith,32,40000,23704,7369,313737,805,168,4,0.98,0,0,1
652,Jason Blanchard,39,70000,43888,13579,153619,717,85,1,0.62,0,0,0
653,Kelly Russell,33,150000,70651,15917,582731,825,252,0,0.69,1,1,0
654,Peter Brady,49,50000,25173,10409,376451,655,61,0,0.75,0,0,0
655,Kristina Knapp,29,50000,28878,5659,375683,781,148,3,0.64,0,0,0
656,Michael Harper,40,200000,73902,20591,1370588,770,119,3,0.62,0,0,0
657,Kimberly Harvey,50,70000,29442,14055,254729,773,62,4,0.93,0,0,1
658,Amy Wiggins,35,50000,35232,1002,383608,839,69,4,0.78,1,0,0
659,Wanda Payne,35,200000,137975,39931,1004530,826,213,0,0.68,0,0,0
660,Jason Moreno,56,150000,87273,5210,713833,703,62,3,0.93,0,0,0
661,Jason Wall,27,200000,116425,37559,1034060,832,114,2,0.85,0,0,1
662,Michael Schmidt,57,150000,91419,25141,880537,737,97,0,0.64,0,0,0
663,Joel Mann,23,200000,137417,36369,911158,655,77,0,0.95,0,0,0
664,Sandra Sheppard,44,200000,83445,44343,1106819,838,146,3,0.95,1,1,1
665,Megan Montgomery,54,30000,14510,1972,210922,783,83,3,0.9,1,0,1
666,Brittany Cole,21,100000,63817,17599,620097,656,144,3,0.97,0,0,0
667,Anthony Rios,42,70000,34006,3287,361315,813,164,0,0.86,0,0,1
668,Michael Hughes,34,40000,21171,6359,82022,651,222,4,0.85,0,0,0
669,John Mcdowell,25,70000,32872,3701,540063,693,163,0,0.93,0,0,0
670,Carolyn Barker,25,40000,23085,1627,96688,818,118,2,0.94,0,1,1
671,William Goodwin,24,200000,113221,44272,1452091,802,59,1,0.76,0,0,0
672,Mr. Damon House,24,50000,21439,4474,322894,734,125,3,0.65,0,0,0
673,Leon Matthews,22,150000,80367,1158,732602,744,57,0,0.94,0,0,1
674,Brian Perez,47,40000,23829,1224,170856,701,140,2,0.8,0,0,0
675,Andrew Evans,33,40000,14796,1274,107949,745,194,2,0.86,0,1,1
676,Doris Bird,45,100000,57066,12384,401228,763,298,3,1.0,1,0,1
677,Peter Cross,46,70000,33139,12075,468592,840,206,2,0.68,1,0,0
678,Kylie Perry,42,70000,33378,11351,333077,766,46,1,0.86,0,0,1
679,Michelle Oliver,29,150000,97728,19227,557583,714,254,2,0.79,0,1,0
680,Christopher Spence,29,100000,44603,7524,379432,677,195,0,0.98,1,0,0
681,Jason White,39,40000,26091,4697,252202,756,25,2,0.73,1,0,0
682,Melissa Sanchez,49,100000,47526,1480,354660,815,162,4,0.77,0,0,0
683,Larry Herrera,50,50000,35688,6381,315648,728,100,1,0.87,1,0,1
684,Carlos Nelson,40,40000,14762,5498,318662,849,182,0,0.65,0,0,0
685,Brandon Jenkins,22,200000,99924,24900,1138779,670,20,3,0.9,0,0,0
