customer_id,customer_name,age,monthly_income,monthly_expense,existing_emi,avg_balance,credit_score,digital_transactions,loan_inquiries,salary_consistency,property_interest,vehicle_interest,conversion,avg_salary_credit,avg_monthly_spending,avg_account_balance,foir,repayment_capacity,behavior_score,lead_score
172,Jenna Williams,39,150000,81267,13772,1122433,791,63,0,0.75,1,0,0,146971.41666666666,82549.41666666667,1122187.3333333333,9.18,54961,64.21764705882353,100.0
173,John Burns,25,150000,85909,35489,673497,703,180,0,0.67,0,0,0,151599.0,88680.58333333333,674647.1666666666,23.66,28602,69.61176470588235,100.0
174,Sandra Russell,26,30000,19854,1894,209335,780,106,2,0.83,0,1,1,29985.833333333332,20542.583333333332,208761.41666666666,6.31,8252,71.32941176470587,100.0
175,Carol Ramirez,28,40000,27194,6083,186644,690,24,2,0.94,1,1,0,40510.583333333336,25817.25,186864.25,15.21,6723,64.35294117647058,100.0
176,Christina Roth,37,40000,28181,8378,291867,743,261,4,0.65,0,1,0,39965.666666666664,28933.25,288779.0833333333,20.94,3441,78.3235294117647,100.0
177,Sharon Craig,28,50000,37226,6407,380280,746,176,4,0.63,0,1,0,50693.333333333336,37727.583333333336,379518.5,12.81,6367,69.12941176470588,100.0
178,Tim White,51,100000,40783,17381,285284,838,143,2,0.67,0,0,0,100877.58333333333,39710.0,287132.4166666667,17.38,41836,70.67647058823529,100.0
179,Todd Robinson,45,100000,59106,13986,208720,825,288,2,0.89,0,0,1,99741.16666666667,59526.25,210044.08333333334,13.99,26908,93.51764705882353,100.0
180,Terri Harris,53,200000,79844,49317,778260,725,178,3,0.7,0,1,0,195799.66666666666,82206.0,775847.75,24.66,70839,71.38823529411765,100.0
181,Jennifer Schmidt,33,50000,34828,416,373836,818,252,3,0.72,0,0,0,49636.0,32853.0,373868.5833333333,0.83,14756,82.87058823529412,100.0
182,Mr. Anthony Mora MD,38,200000,108544,28560,1390636,804,266,2,0.78,0,1,0,201910.66666666666,109238.5,1390568.0833333333,14.28,62896,86.1764705882353,100.0
183,Tiffany Chan,53,70000,47510,13461,390623,769,98,0,0.65,0,0,0,70728.08333333333,46603.5,388146.3333333333,19.23,9029,62.94117647058823,100.0
184,Kevin Smith,50,50000,35616,6453,146124,770,96,4,0.68,0,0,0,50064.333333333336,34707.5,147649.41666666666,12.91,7931,63.976470588235294,100.0
185,Carol Ward,51,150000,79879,33528,748082,780,167,1,0.76,0,0,0,149063.08333333334,78433.41666666667,746299.4166666666,22.35,36593,74.62941176470588,100.0
186,Dr. Lori Torres,42,70000,48582,2145,322054,824,270,4,0.99,0,0,1,70382.91666666667,44078.333333333336,322469.5,3.06,19273,95.68235294117648,100.0
187,Jonathan Williams,32,150000,75669,35789,1119578,787,134,0,0.8,1,1,0,152275.83333333334,73150.66666666667,1121024.6666666667,23.86,38542,73.1764705882353,100.0
188,Cindy Carpenter,45,50000,28184,10297,130944,697,198,3,0.8,1,0,0,49629.5,27982.666666666668,134266.5,20.59,11519,76.39999999999999,100.0
189,Laura Heath,46,30000,14708,5683,164832,809,235,2,0.87,0,1,1,29919.583333333332,14782.916666666666,163298.83333333334,18.94,9609,86.85294117647058,100.0
190,Jasmine Gonzalez MD,25,150000,90247,5724,939155,763,203,1,0.76,0,0,0,147324.25,88255.41666666667,939233.0,3.82,54029,77.62941176470588,100.0
191,Kimberly Mitchell,53,40000,19368,9760,289653,783,133,2,0.94,0,0,1,40228.916666666664,19565.416666666668,287867.3333333333,24.4,10872,78.53529411764704,100.0
192,Scott Chambers,44,30000,15794,487,208555,729,171,3,0.82,1,0,1,29656.416666666668,16048.166666666666,209670.83333333334,1.62,13719,75.62941176470588,100.0
193,Kayla Morgan,57,100000,63156,16270,780717,730,90,2,0.66,0,0,0,101687.83333333333,63639.666666666664,783293.75,16.27,20574,61.16470588235294,100.0
194,Brenda Martinez,26,200000,103914,3323,401901,836,215,2,1.0,1,1,1,202479.66666666666,102156.91666666667,400726.25,1.66,92763,91.00588235294117,100.0
195,Lauren Wilson,34,150000,67017,10442,1106825,826,262,4,0.98,0,0,1,147312.33333333334,71220.33333333333,1104880.6666666667,6.96,72541,94.5529411764706,100.0
196,Terry Roberts,37,100000,72543,4645,786796,717,296,0,0.67,0,0,0,101727.5,72292.5,790826.9166666666,4.64,22812,81.70588235294119,100.0
197,William Myers,57,30000,12326,1324,111365,702,103,1,0.95,0,0,0,30654.666666666668,12016.583333333334,108676.0,4.41,16350,73.0764705882353,100.0
198,Christopher Humphrey,23,40000,15117,6776,121476,846,231,3,0.71,1,1,0,40008.0,14947.833333333334,122171.25,16.94,18107,81.35882352941175,100.0
199,Teresa Webster,58,70000,45752,8950,410491,778,79,2,0.83,1,0,1,70123.91666666667,45811.833333333336,409242.9166666667,12.79,15298,68.55882352941177,100.0
200,Eduardo Robinson,39,150000,52991,33705,1138008,659,185,4,0.67,0,1,0,152026.83333333334,52244.75,1140594.5833333333,22.47,63304,68.55882352941177,100.0
201,Holly Howard,58,30000,18277,5611,223075,841,105,2,0.89,1,0,1,29918.75,18174.333333333332,221701.0,18.7,6112,75.78235294117647,100.0
202,Terry Flores,56,50000,27114,11644,312364,821,73,1,0.69,0,0,0,49142.25,26832.75,314073.3333333333,23.29,11242,63.87647058823529,100.0
203,Jason Moore,37,150000,90153,13364,591138,769,213,3,0.8,0,0,0,146388.0,88388.58333333333,592667.1666666666,8.91,46483,80.44117647058823,100.0
204,Jordan Campbell,47,150000,83192,35383,337692,726,123,4,0.62,0,1,0,152722.41666666666,85837.16666666667,337151.75,23.59,31425,62.7235294117647,100.0
205,Thomas Johnson,59,50000,28703,1922,338030,696,114,4,0.93,1,1,0,50952.583333333336,28402.583333333332,339195.5833333333,3.84,19375,73.16470588235295,100.0
206,Corey Pitts,52,70000,36925,9989,361369,744,44,0,0.66,0,0,0,69960.91666666667,36306.25,358100.9166666667,14.27,23086,57.05882352941176,100.0
207,Juan Clark,35,200000,121067,32728,1544912,738,144,0,0.84,1,0,1,198336.25,120940.08333333333,1546029.8333333333,16.36,46205,74.04705882352941,100.0
208,Mia Marsh,35,40000,22946,5321,176554,708,88,0,0.71,0,0,0,40002.166666666664,22745.083333333332,176011.41666666666,13.3,11733,62.188235294117646,100.0
209,Tara Snyder,29,50000,27296,6467,229706,675,53,1,0.72,0,1,0,51081.25,27810.5,229933.33333333334,12.93,16237,57.9235294117647,100.0
210,Monica Brown,33,150000,111294,8470,850942,777,143,1,0.64,0,1,0,152948.91666666666,111645.75,848340.0833333334,5.65,30236,67.32352941176471,100.0
211,Claudia Cardenas,46,200000,146047,12230,1295357,800,157,3,0.82,0,0,1,196864.66666666666,149072.0,1293672.0,6.12,41723,76.73529411764706,100.0
212,Keith Harmon,40,50000,28420,7378,380395,790,22,0,0.68,0,0,0,50693.416666666664,28530.333333333332,380619.5,14.76,14202,57.28235294117648,100.0
213,Amber Farrell,58,50000,35715,10581,138249,839,215,0,0.72,1,0,0,48435.083333333336,36641.0,137693.25,21.16,3704,79.91176470588235,100.0
214,Eric Blake,39,50000,32997,1621,236126,664,278,1,0.85,1,0,0,51343.666666666664,31709.5,236702.16666666666,3.24,15382,85.23529411764706,100.0
215,William Sherman,56,30000,16440,6349,150929,750,209,1,0.8,1,0,0,29570.75,17239.166666666668,151432.25,21.16,7211,79.37058823529412,100.0
216,Noah Tanner,23,40000,18018,6042,291164,706,200,2,0.64,0,1,0,39302.416666666664,17538.75,292038.25,15.1,15940,70.51764705882353,100.0
217,Kim Smith,27,50000,30796,4239,121151,750,106,0,0.89,0,0,1,49325.416666666664,31777.833333333332,117545.41666666667,8.48,14965,72.67058823529412,100.0
218,Lucas Carroll,31,150000,70349,11113,953011,697,271,1,0.89,0,1,0,150709.16666666666,71864.33333333333,952271.25,7.41,68538,87.30000000000001,100.0
219,Jonathan Deleon,36,200000,140420,13996,527147,824,171,3,0.85,1,1,1,201166.16666666666,133337.75,528497.0,7.0,45584,80.18235294117646,100.0
220,Adam Jordan,33,70000,51550,14564,259536,741,96,3,0.99,0,0,1,69477.5,50047.166666666664,261025.5,20.81,3886,75.35294117647058,100.0
221,Alan Reed,32,100000,61449,17747,206415,803,187,0,0.93,0,0,1,98894.75,60610.5,202353.33333333334,17.75,20804,84.24117647058824,100.0
222,Elijah Myers,24,50000,22376,1907,357756,694,264,3,0.78,1,1,0,50543.75,22142.0,356014.5,3.81,25717,82.09411764705882,100.0
223,Debra Barrett,57,200000,110903,47720,974300,766,299,1,0.75,1,1,0,198325.0,110820.75,977466.8333333334,23.86,41377,86.93529411764706,100.0
224,Lindsay Turner,34,100000,43276,22505,513788,700,254,0,0.92,1,0,0,98075.33333333333,42182.833333333336,513029.0,22.5,34219,86.90588235294118,100.0
225,Wendy Sanchez MD,43,50000,17867,3897,291346,721,57,3,0.78,0,1,0,49770.166666666664,17305.75,291725.1666666667,7.79,28236,62.34705882352942,100.0
226,Dr. Christopher Bonilla,57,70000,25655,7553,161943,699,124,3,0.86,0,0,0,70351.0,25421.166666666668,157817.0,10.79,36792,71.47058823529412,100.0
227,Amanda Owens,36,200000,109518,39582,970844,821,35,0,0.86,0,1,1,199706.83333333334,111191.83333333333,971081.0,19.79,50900,66.87647058823529,100.0
228,Dustin Carter,59,30000,18224,2513,66210,790,126,3,0.68,1,0,0,30290.666666666668,18111.083333333332,66058.66666666667,8.38,9263,67.68235294117648,100.0
229,Chad Burns,40,200000,142655,4847,1127691,835,97,3,0.68,0,0,0,202077.58333333334,142221.08333333334,1127295.0833333333,2.42,52498,66.37058823529412,100.0
230,Melissa Flores,30,100000,67064,19792,786604,731,153,1,0.82,0,0,1,101012.25,68066.91666666667,784855.1666666666,19.79,13144,73.89999999999999,100.0
231,Jennifer Bailey,59,200000,129412,8994,1497333,804,142,2,0.95,0,0,1,204149.83333333334,135595.25,1498719.0,4.5,61594,80.5764705882353,100.0
232,Tiffany Garcia,28,150000,107817,5278,502407,739,62,2,0.65,0,0,0,153157.33333333334,105723.91666666667,504589.8333333333,3.52,36905,58.28235294117647,100.0
233,Scott Ray,44,200000,131354,20805,420291,730,293,3,0.9,0,0,1,196777.33333333334,138527.91666666666,421439.8333333333,10.4,47841,91.06470588235294,100.0
234,Jason Barrett,33,150000,82082,31754,840665,677,90,1,0.69,0,0,0,152057.0,81458.33333333333,840231.4166666666,21.17,36164,60.49411764705882,100.0
235,David Sanders,42,30000,16726,1049,152365,847,113,2,0.63,1,0,0,29852.833333333332,17735.583333333332,153454.33333333334,3.5,12225,66.39411764705882,100.0
236,Dorothy Livingston,43,30000,14474,889,162669,726,81,4,0.85,0,0,1,29739.25,14543.583333333334,163934.0,2.96,14637,67.7235294117647,100.0
237,Richard Rowe,50,150000,63555,7989,543956,662,35,0,0.89,1,0,0,154056.91666666666,62468.25,543809.6666666666,5.33,78456,62.464705882352945,100.0
238,Travis Diaz,22,100000,63968,22700,341412,662,101,0,0.97,0,0,0,98418.5,64286.416666666664,339651.5,22.7,13332,72.26470588235293,100.0
239,Eric Delgado,24,30000,18770,801,207799,674,150,4,0.91,0,0,0,30294.416666666668,19139.75,207659.83333333334,2.67,10429,75.18823529411765,100.0
240,Jacob Gonzalez,30,50000,27606,8096,250791,687,63,0,0.66,0,1,0,49319.25,29141.5,250981.25,16.19,14298,56.94705882352941,100.0
241,Aaron Lopez,59,100000,62749,18989,711790,747,155,2,0.7,0,1,0,97762.33333333333,63070.083333333336,710191.0833333334,18.99,18262,69.86470588235294,100.0
242,Stephanie Lewis,39,30000,18836,5771,104062,743,205,1,0.93,0,0,1,30154.0,18882.75,104968.91666666667,19.24,5393,83.9235294117647,100.0
243,Joseph Scott,38,50000,29151,887,367633,687,79,1,0.62,0,0,0,49370.25,29674.25,368845.3333333333,1.77,19962,56.94705882352941,100.0
244,Melanie Robles,22,40000,27526,2968,165023,670,62,3,0.96,0,1,0,39852.5,26807.833333333332,166320.0,7.42,9506,68.24705882352941,100.0
245,Michael Ramos,44,70000,48980,2354,212571,845,97,1,0.85,1,1,1,69962.83333333333,52132.5,214828.75,3.36,18666,73.52352941176471,100.0
246,John Barnett,46,150000,80730,1798,1093843,651,131,4,0.77,0,0,0,150104.58333333334,76462.33333333333,1092618.1666666667,1.2,67472,66.87647058823529,100.0
247,Alex Pearson,46,70000,36906,2900,552458,697,81,4,0.93,0,0,0,70806.33333333333,36297.083333333336,550502.4166666666,4.14,30194,69.9,100.0
248,Beth Taylor,28,100000,61258,461,699132,761,188,4,0.61,0,0,0,100610.58333333333,61443.75,700347.4166666666,0.46,38281,70.05882352941177,100.0
249,Jesse Browning,29,70000,49629,15098,353814,722,80,4,0.88,0,0,1,71276.41666666667,46178.166666666664,354398.4166666667,21.57,5273,68.68235294117648,100.0
250,Jennifer Blackwell,34,200000,79729,18169,706513,823,35,0,0.83,1,0,1,200070.25,79596.41666666667,705855.0,9.08,102102,65.74705882352941,100.0
251,Bryan Jones,37,200000,92470,45511,764932,732,128,3,0.76,1,0,0,198274.58333333334,91362.41666666667,764092.8333333334,22.76,62019,69.03529411764706,100.0
252,Phillip Livingston,38,50000,19034,1329,248551,699,161,1,0.84,0,0,0,49965.5,18725.25,247264.0,2.66,29637,74.37058823529412,100.0
253,Adam Fleming,30,40000,22913,8529,155613,782,295,1,0.74,1,0,0,40633.0,22590.75,152178.58333333334,21.32,8558,86.7,100.0
254,Andrew Jackson,48,30000,17594,2360,69422,728,29,2,0.95,0,1,1,29645.0,17549.0,66177.41666666667,7.87,10046,66.59411764705882,100.0
255,Melissa Hayes,54,200000,127042,2013,863698,728,179,0,0.61,0,0,0,194472.58333333334,130986.66666666667,864120.4166666666,1.01,70945,67.99411764705883,100.0
256,Ryan Gould,48,200000,121733,47640,1353462,791,162,2,0.81,1,0,1,196541.58333333334,129471.66666666667,1355224.8333333333,23.82,30627,76.51764705882354,100.0
257,Carla Vance,54,50000,23979,8485,268959,797,277,1,0.96,0,1,1,48868.833333333336,24799.166666666668,269390.3333333333,16.97,17536,94.22941176470589,100.0
258,Tammy Johnson,51,50000,37039,8026,109235,796,265,1,0.87,1,0,1,50431.583333333336,34283.0,108436.08333333333,16.05,4935,89.39411764705882,100.0
259,Erin Thompson,43,150000,94292,10168,567040,849,121,4,0.85,0,0,1,146424.25,97016.83333333333,566190.4166666666,6.78,45540,76.06470588235294,100.0
260,Carolyn Rivas,47,100000,43178,23317,358695,662,141,3,0.87,0,1,0,100766.75,39421.583333333336,357921.5,23.32,33505,72.26470588235293,100.0
261,Janice Diaz,57,40000,16280,8382,255491,701,72,2,0.98,0,0,0,39852.75,15486.5,258719.25,20.96,15338,71.14117647058823,100.0
262,Victoria Jones,59,200000,95604,1859,833039,781,254,2,0.7,1,0,0,204360.33333333334,97637.58333333333,833095.6666666666,0.93,102537,80.96470588235294,100.0
263,Jacob Cox,59,40000,27356,533,283417,835,280,0,0.8,0,0,0,40158.416666666664,25895.75,283877.6666666667,1.33,12111,89.47058823529412,100.0
264,Donald Dean,27,30000,19596,2949,208745,723,51,0,0.76,1,0,0,29248.916666666668,19625.416666666668,205935.0,9.83,7455,61.01764705882353,100.0
265,Justin Miller,49,200000,147452,39943,563948,725,49,4,0.8,0,0,0,205435.58333333334,150521.0,564200.6666666666,19.97,12605,62.48823529411764,100.0
266,Mary Walker,24,70000,38678,10396,437421,675,205,3,0.78,0,0,0,69388.58333333333,37669.166666666664,437458.5,14.85,20926,75.52352941176471,100.0
267,Keith Davis,27,200000,127208,31977,1196520,701,161,4,0.91,0,0,0,204781.16666666666,117888.16666666667,1196082.3333333333,15.99,40815,77.24117647058823,100.0
268,Alan Hall,59,150000,56782,28520,737009,813,35,1,0.71,0,0,0,153367.0,57522.75,736713.1666666666,19.01,64698,60.59411764705882,100.0
269,Pamela Thomas,37,50000,19040,356,365244,650,204,0,0.76,0,0,0,48979.916666666664,18428.583333333332,367348.4166666667,0.71,30604,73.74117647058823,100.0
270,Anthony Snow,24,40000,15116,2558,127234,794,175,1,0.76,0,0,0,39749.916666666664,15504.916666666666,128100.83333333333,6.4,22326,75.9235294117647,100.0
271,Thomas Montgomery,52,30000,16900,6434,192615,842,220,0,0.95,0,0,1,30288.916666666668,16434.416666666668,196410.75,21.45,6666,89.71764705882353,100.0
272,Felicia Edwards,37,70000,52275,3200,337504,693,30,1,0.87,1,1,0,70507.58333333333,51066.333333333336,338747.3333333333,4.57,14525,62.258823529411764,100.0
273,Mary Malone,59,150000,58503,22075,1000556,667,172,1,0.84,1,0,0,153767.83333333334,61143.083333333336,999732.5833333334,14.72,69422,74.34117647058824,100.0
274,Elizabeth Webb,43,70000,28827,15512,255487,829,205,0,0.69,0,0,0,70641.91666666667,28241.25,256705.58333333334,22.16,25661,77.35882352941177,100.0
275,Julia Taylor,32,200000,137379,41151,677128,674,241,4,0.95,0,0,0,202175.83333333334,125252.0,674154.8333333334,20.58,21470,85.88823529411765,100.0
276,Sherri Burke,43,30000,12854,4110,141542,744,127,0,0.78,0,0,0,29640.916666666668,12264.833333333334,142251.83333333334,13.7,13036,70.15882352941176,100.0
277,Samuel Fitzgerald,54,70000,37070,17136,543130,799,81,1,0.94,0,0,1,68541.08333333333,38406.5,540664.9166666666,24.48,15794,73.9,100.0
278,Tony Collins,30,100000,39327,16022,513909,839,157,3,0.9,0,1,1,98882.75,37570.083333333336,515346.1666666667,16.02,44651,81.31176470588235,100.0
279,Brian Montes,58,150000,98852,12175,966467,830,216,0,0.74,1,0,0,150307.91666666666,99680.83333333333,965554.9166666666,8.12,38973,80.49411764705881,100.0
280,James Olsen,58,50000,22095,445,341359,716,152,1,0.98,0,0,0,49288.25,21471.083333333332,340018.5,0.89,27460,79.67058823529412,100.0
281,Patrick Vargas,46,200000,111071,40479,1064374,734,233,2,0.84,0,1,1,204026.66666666666,114028.0,1065968.0833333333,20.24,48450,82.80588235294118,100.0
282,Ashley Mccarthy,50,30000,14471,1267,144008,842,209,2,0.75,0,0,0,30481.583333333332,14952.0,144554.0,4.22,14262,80.61764705882354,100.0
283,Mitchell Velasquez,55,200000,129236,22323,482209,659,297,1,0.63,1,0,0,205888.33333333334,124921.08333333333,481901.1666666667,11.16,48441,78.15882352941176,100.0
284,Bailey Stewart,28,150000,93280,13170,582491,750,98,4,0.77,0,0,0,149935.66666666666,98359.41666666667,581994.5,8.78,43550,67.07058823529411,100.0
285,Jill Gonzalez,53,50000,22553,4089,261136,829,21,2,0.79,1,0,0,51552.833333333336,22186.666666666668,265570.6666666667,8.18,23358,62.95882352941177,100.0
286,Chris Woodard,32,30000,20429,2700,168022,730,289,1,0.82,0,0,1,30052.083333333332,20913.166666666668,167256.83333333334,9.0,6871,87.46470588235294,100.0
287,Jenna Hansen,35,70000,33787,3176,242669,715,298,4,0.69,0,0,0,71095.91666666667,34263.916666666664,244581.08333333334,4.54,33037,82.63529411764705,100.0
288,Kenneth Austin,35,40000,20207,3835,83771,669,74,1,0.63,0,1,0,40510.833333333336,20169.166666666668,83503.75,9.59,15958,56.21176470588235,100.0
289,Dr. Amber Campbell,50,200000,96469,47732,799687,807,247,4,0.68,0,1,0,197609.66666666666,99612.83333333333,797828.0833333334,23.87,55799,80.38235294117648,100.0
290,Mitchell Morton,28,50000,27574,2022,210796,662,174,2,0.64,0,0,0,50197.5,27563.5,212050.75,4.04,20404,66.36470588235295,100.0
291,Cheryl Campbell,46,30000,21787,1512,115759,722,169,0,0.84,0,0,1,30098.166666666668,22152.5,113770.41666666667,5.04,6701,75.98235294117647,100.0
292,Jennifer Meza,49,40000,21741,2184,224707,687,273,1,0.9,0,1,0,39473.166666666664,21795.333333333332,224413.58333333334,5.46,16075,87.54705882352941,100.0
293,Marie Burgess,27,40000,20985,924,299828,700,223,0,0.85,0,0,0,39268.666666666664,21014.083333333332,301443.5833333333,2.31,18091,81.00588235294117,100.0
294,Matthew Fields,21,100000,64207,7466,525741,773,31,3,0.97,0,0,1,97974.83333333333,65492.416666666664,527672.25,7.47,28327,69.18235294117646,100.0
295,Howard White,43,50000,22241,4045,244393,751,136,4,0.84,0,0,1,50502.75,22219.583333333332,245676.83333333334,8.09,23714,73.70588235294117,100.0
296,Danielle Woods,32,150000,66003,15404,1089163,652,126,2,0.65,0,1,0,147817.58333333334,70656.58333333333,1091018.5,10.27,68593,61.61176470588236,100.0
297,Dr. Leslie Wyatt,48,150000,81720,15950,682950,714,22,3,0.6,1,0,0,148959.83333333334,86615.25,683954.8333333334,10.63,52330,51.400000000000006,100.0
298,Susan Shea,58,70000,44252,13948,426303,693,34,3,0.72,0,0,0,69120.66666666667,43022.166666666664,426380.4166666667,19.93,11800,56.65882352941176,100.0
299,John Ryan,40,200000,77460,46044,812752,815,199,1,0.6,0,0,0,204790.5,77802.0,813739.0833333334,23.02,76496,72.66470588235293,100.0
300,Scott Harris,38,40000,16976,2547,153184,778,275,0,0.73,0,1,0,38874.25,17888.833333333332,156364.25,6.37,20477,84.15882352941176,100.0
301,Barbara Rodriguez,37,30000,21091,7083,78100,680,53,1,0.86,1,1,0,29855.5,19975.166666666668,80893.16666666667,23.61,1826,63.699999999999996,100.0
302,Jacob Kaufman,21,40000,22353,3309,210186,817,118,1,0.88,1,0,1,40260.416666666664,21359.833333333332,211145.5,8.27,14338,75.83529411764705,100.0
303,Gabriela Moyer,35,70000,44194,5234,458538,700,260,4,0.92,0,1,0,70572.25,44595.583333333336,461276.6666666667,7.48,20572,87.50588235294117,100.0
304,Larry Paul,58,200000,135995,25228,1499762,701,177,2,0.66,1,0,0,193887.83333333334,130440.66666666667,1502061.5833333333,12.61,38777,68.84117647058824,100.0
305,Daniel Mcdonald,22,100000,61969,8401,301866,730,265,2,0.8,0,1,0,101356.91666666667,61670.083333333336,300004.8333333333,8.4,29630,84.26470588235294,100.0
306,Taylor Barron,28,100000,51180,7287,340643,700,251,2,0.82,0,0,0,98993.25,51723.75,339033.4166666667,7.29,41533,82.60588235294117,100.0
307,Raymond Rhodes,55,40000,27316,4593,243081,796,125,0,0.67,1,1,0,40849.916666666664,29954.25,244276.83333333334,11.48,8091,67.39411764705882,100.0
308,Deborah Rollins,49,40000,17954,175,228609,657,205,0,0.96,1,0,0,39933.833333333336,17960.75,228325.5,0.44,21871,82.08823529411765,100.0
309,Steven Greer MD,56,100000,62990,5139,242863,772,188,2,0.72,0,0,0,97916.5,65892.5,245399.91666666666,5.14,31871,74.84705882352941,100.0
310,Amy Simpson,35,40000,27325,192,106928,797,262,2,0.67,0,1,0,40020.5,27447.0,107034.25,0.48,12483,81.12941176470588,100.0
311,Angel Dean,41,200000,126716,11299,1187695,753,179,1,0.82,0,1,1,202112.91666666666,124176.83333333333,1189027.6666666667,5.65,61985,77.2764705882353,100.0
312,Lisa Hawkins,26,40000,14860,9243,238812,835,199,4,0.65,1,1,0,39292.333333333336,14811.833333333334,239911.33333333334,23.11,15897,75.37058823529412,100.0
313,Kevin Harris,34,40000,19742,4052,297338,672,191,2,0.77,1,1,0,40564.25,19653.25,297670.8333333333,10.13,16206,73.61764705882354,100.0
314,Diane Brown,29,50000,17939,11700,370822,845,231,4,0.9,0,0,1,50775.166666666664,17701.916666666668,369877.0,23.4,20361,88.92352941176472,100.0
315,Elizabeth Howard,27,200000,142002,46303,1357844,735,65,1,0.75,1,0,0,199071.66666666666,139643.91666666666,1357318.5,23.15,11695,62.44117647058823,100.0
316,Michael Wright,50,100000,47459,5702,390208,772,165,2,0.63,0,0,0,100568.66666666667,47415.666666666664,389046.5,5.7,46839,68.9470588235294,100.0
317,Kimberly Smith,21,50000,21178,5807,104097,736,245,0,0.75,0,1,0,50358.583333333336,20933.083333333332,103326.41666666667,11.61,23015,80.47647058823529,100.0
318,Brian Johnson DDS,35,70000,46849,2226,306295,702,62,1,0.71,1,0,0,71080.91666666667,42666.25,308336.5833333333,3.18,20925,59.37647058823529,100.0
319,Jacob Ford,27,100000,58336,24625,257750,690,187,2,0.8,0,1,0,100565.16666666667,59701.583333333336,258586.08333333334,24.62,17039,75.05294117647058,100.0
320,Melinda Cantu,38,200000,82806,4885,1025181,806,240,3,0.78,0,0,0,197853.08333333334,83677.5,1028880.0,2.44,112309,83.64705882352942,100.0
321,David Torres,47,40000,15495,2108,137294,727,160,1,0.81,1,1,1,40305.833333333336,15004.333333333334,136947.75,5.27,22397,74.05882352941177,100.0
322,Leah Chase,33,50000,18117,2517,180271,776,214,3,0.97,0,0,1,51424.166666666664,17663.833333333332,180270.08333333334,5.03,29366,87.58823529411765,100.0
323,Timothy Dean,29,70000,48673,2785,146336,746,172,1,0.66,0,0,0,69884.5,47157.833333333336,148406.25,3.98,18542,69.92941176470589,100.0
324,Madeline Patel,40,50000,30105,5525,288590,824,230,1,0.67,0,0,0,50262.583333333336,29723.5,288166.5,11.05,14370,78.88235294117646,100.0
325,Andrea Frye,22,30000,18449,2784,176281,749,42,3,0.89,0,0,1,30220.0,18000.5,177425.0,9.28,8767,66.23529411764706,100.0
326,Lori Wright,41,40000,24925,8974,159817,714,62,0,0.95,0,0,0,40587.083333333336,25010.583333333332,163146.41666666666,22.44,6101,69.4,100.0
327,Adrian Weber,24,50000,34793,11575,107141,704,252,3,0.96,0,0,0,51893.166666666664,36237.5,106458.5,23.15,3632,88.44705882352942,100.0
328,Christina Hernandez,55,200000,104365,26688,1546343,760,271,1,0.66,0,0,0,200898.91666666666,101569.0,1545155.5,13.34,68947,80.32352941176471,100.0
329,Johnathan Butler,30,30000,10553,3759,186870,740,134,0,0.63,0,0,0,29546.666666666668,10525.333333333334,189370.91666666666,12.53,15688,64.71764705882353,100.0
330,Alan Lopez,58,40000,28375,1904,315822,833,247,1,0.66,0,0,0,39827.166666666664,28000.0,314122.5,4.76,9721,80.5,100.0
331,Jacob Peterson,44,30000,21598,6902,111823,652,233,2,0.92,0,0,0,29513.083333333332,20434.75,111194.58333333333,23.01,1500,83.11176470588235,100.0
332,Roy Lewis,48,100000,36605,13664,252966,761,85,3,0.74,0,0,0,102282.75,35106.833333333336,256030.08333333334,13.66,49731,64.95882352941177,100.0
333,Richard Odonnell,57,50000,18214,9584,301213,709,207,1,0.88,0,1,0,49232.333333333336,18195.333333333332,299803.0,19.17,22202,80.9235294117647,100.0
334,Elizabeth Meyers DVM,31,150000,58706,8668,654753,741,244,2,0.79,1,0,0,147341.91666666666,61166.5,655008.9166666666,5.78,82626,82.15294117647059,100.0
335,Michael Mitchell,43,150000,76602,17190,1063765,744,130,1,0.93,0,0,1,151086.83333333334,77990.08333333333,1061907.0833333333,11.46,56208,76.45882352941177,100.0
336,Katherine Morton,36,30000,13760,5759,213526,697,298,1,0.94,0,0,0,29989.5,14175.25,214800.5,19.2,10481,91.99999999999999,100.0
337,Anthony Becker,33,150000,85276,8191,788169,799,291,2,0.87,0,1,1,150786.91666666666,82318.75,786337.8333333334,5.46,56533,92.1,100.0
338,Steven Lawson,56,200000,79920,46092,607517,725,93,0,0.83,1,0,1,194084.66666666666,78353.25,610172.75,23.05,73988,68.08823529411764,100.0
339,Jessica Rowe,36,100000,72009,6193,713140,760,145,2,0.64,1,0,0,100259.91666666667,74280.0,714686.0833333334,6.19,21798,66.9235294117647,100.0
340,Jermaine Wells,42,100000,56525,2183,755648,708,284,4,0.89,0,0,0,100552.75,54660.416666666664,754920.5,2.18,41292,88.98823529411766,100.0
341,Mr. Daniel Kennedy PhD,54,40000,24716,2688,178471,797,94,1,0.89,0,1,1,40248.416666666664,24810.5,178613.58333333334,6.72,12596,73.12941176470589,100.0
342,Kristina Ortiz,32,30000,20325,1501,164259,786,162,1,0.96,0,0,1,29763.166666666668,19314.083333333332,163229.08333333334,5.0,8174,82.34117647058824,100.0
343,Cheryl Miller,27,200000,110920,13283,1522959,743,94,4,0.8,0,0,0,197150.16666666666,111729.5,1527005.3333333333,6.64,75797,67.62352941176471,100.0
